age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,auto_year,fraud_reported
34,1994-02-27,IL,250/500,500,6.900116175184854,0,449260,MALE,High School,tech-support,paintball,other-relative,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,?,1,0,NO,77770,Nissan,Pathfinder,2000,N
43,2007-05-06,IN,500/1000,500,6.892661945534482,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,?,2,2,?,74700,Nissan,Maxima,2007,Y
26,2014-04-21,IL,100/300,500,7.212169091909461,0,475173,MALE,MD,tech-support,sleeping,husband,66300,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,NO,2,2,?,40600,Volkswagen,Passat,2010,N
28,2010-02-11,OH,100/300,1000,6.723002769816309,0,443854,MALE,JD,farming-fishing,video-games,husband,0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,?,1,0,?,45270,Jeep,Wrangler,2006,N
36,2000-06-04,IL,100/300,2000,6.89610770863252,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,NO,0,3,?,47080,Saab,93,2006,N
57,1991-10-05,OH,500/1000,500,7.021342859344352,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,?,0,0,NO,40700,Volkswagen,Passat,2000,Y
27,2004-01-03,OH,100/300,500,6.955964321952395,0,620962,FEMALE,Masters,transport-moving,polo,own-child,0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,?,2,1,YES,34650,Ford,F150,1996,N
28,1992-07-23,OH,500/1000,1000,6.98051305431595,0,465201,MALE,MD,protective-serv,camping,wife,0,0,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,4,1,?,2,0,?,3200,Jeep,Grand Cherokee,2012,N
42,1993-10-10,IL,500/1000,1000,7.116199319921663,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,?,1,1,NO,78980,Saab,92x,1997,Y
31,2002-07-09,OH,500/1000,500,7.135703270468245,0,462250,MALE,Associate,sales,reading,not-in-family,58200,0,2015-01-13,Parked Car,?,Minor Damage,Unknown,SC,Riverwood,10,1,YES,1,0,NO,6160,Nissan,Ultima,1996,N
60,2010-11-14,IN,100/300,1000,7.350207839140582,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,85250,Mercedes,E400,1999,N
50,1997-03-03,IL,100/300,2000,6.72995548359872,5000000,464230,MALE,Masters,sales,camping,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,72840,Dodge,Neon,2010,N
40,1997-03-01,IN,100/300,500,7.280683421185194,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,2015-01-18,Parked Car,?,Trivial Damage,Police,WV,Northbend,20,1,?,0,2,NO,6050,Toyota,Camry,2010,N
39,1990-08-18,IN,250/500,2000,6.439478158462102,0,437156,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,NO,2,3,YES,87890,BMW,X6,2014,Y
47,2014-05-28,IL,100/300,2000,7.033744551185619,0,432218,FEMALE,High School,craft-repair,chess,wife,0,-56400,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,?,0,2,YES,60500,Ford,F150,1999,Y
35,2004-07-22,IN,500/1000,500,7.220812657765146,0,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,?,2,1,NO,88220,Chevrolet,Malibu,2008,N
37,2009-08-02,OH,500/1000,1000,7.273023197338889,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,NO,1,2,NO,53680,Accura,MDX,2004,N
45,2007-07-05,OH,500/1000,1000,7.1161424890543685,0,440720,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,NO,0,2,NO,53800,Accura,MDX,2006,N
29,2010-01-24,OH,100/300,2000,7.176774274603404,0,606942,FEMALE,MD,craft-repair,dancing,husband,0,-48500,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,YES,1,2,NO,54360,Mercedes,E400,1995,Y
35,2000-05-15,IL,500/1000,2000,7.026151459959837,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,54340,Toyota,Camry,2001,N
35,2008-03-21,OH,100/300,1000,7.327635981324612,0,470538,FEMALE,High School,craft-repair,chess,wife,0,-42900,2015-01-21,Parked Car,?,Trivial Damage,Unknown,SC,Columbus,5,1,?,0,2,YES,2860,Chevrolet,Tahoe,1997,Y
28,1990-05-07,OH,100/300,2000,7.384057778625967,0,601177,MALE,High School,craft-repair,polo,own-child,0,0,2015-01-18,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,8,1,YES,2,1,YES,5490,Saab,95,1999,N
45,1991-02-05,IL,500/1000,1000,7.21517380006975,0,451470,MALE,Masters,craft-repair,dancing,unmarried,0,0,2015-01-09,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,4,1,NO,0,2,?,7370,Suburu,Impreza,1997,N
34,1992-03-19,OH,500/1000,500,7.1677089479899445,0,438529,FEMALE,PhD,priv-house-serv,chess,husband,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,?,1,0,NO,50800,Audi,A3,1997,Y
48,2013-04-24,IL,250/500,500,7.057923754634527,5000000,469742,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,?,1,1,?,41520,Nissan,Ultima,2014,N
38,2009-04-10,OH,500/1000,2000,7.273827925855829,0,435534,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,?,2,3,YES,89650,Dodge,RAM,2005,N
55,2008-12-01,OH,100/300,1000,7.00214685518115,0,442239,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,39690,Suburu,Legacy,1998,N
32,2000-07-05,IL,500/1000,1000,7.289897169783404,0,468986,FEMALE,High School,exec-managerial,golf,husband,79900,0,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,?,2,0,NO,62260,Saab,92x,1995,N
38,2014-06-11,IL,250/500,500,7.34257204813849,0,606988,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,51920,Audi,A3,2001,Y
40,1995-04-23,IL,250/500,500,7.238417814783379,5000000,453719,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,?,2,2,?,53460,Volkswagen,Jetta,2009,N
43,1990-09-16,OH,100/300,2000,7.047151937257877,0,475524,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,YES,2,1,YES,57100,Honda,CRV,2014,N
36,1998-12-11,IN,250/500,500,7.388488638240887,0,617804,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,?,77440,Dodge,Neon,2004,N
40,1995-10-09,IL,500/1000,500,7.2441846575421,0,613399,MALE,College,craft-repair,bungie-jumping,husband,0,0,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,NO,1,2,NO,68300,Suburu,Forrestor,2003,N
32,1999-12-21,OH,500/1000,1000,7.122802140388796,0,453400,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,2015-02-11,Parked Car,?,Trivial Damage,Unknown,NY,Arlington,4,1,?,0,2,?,5060,Honda,CRV,2012,N
32,2002-07-28,IL,100/300,1000,6.876739215450948,0,615767,MALE,MD,tech-support,chess,not-in-family,50800,-66200,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,?,0,2,?,59400,Dodge,RAM,1995,Y
31,1993-08-03,IL,100/300,500,6.952843360798062,0,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,NO,0,2,?,69930,Ford,Escape,2013,Y
27,2007-12-16,IN,100/300,1000,7.338452691419258,0,468470,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,77700,Jeep,Wrangler,2008,N
54,2008-02-10,OH,500/1000,500,6.817064413697633,0,461383,MALE,College,prof-specialty,yachting,wife,58500,-44000,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,NO,2,1,?,68750,Audi,A5,2007,Y
29,2006-10-01,OH,100/300,2000,6.916001187835988,6000000,457727,FEMALE,High School,adm-clerical,movies,husband,0,0,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,91080,Jeep,Wrangler,1995,N
20,2003-03-09,IN,500/1000,1000,7.082531776603052,4000000,613327,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,NO,1,3,YES,48360,Audi,A5,2000,N
34,2003-05-29,OH,250/500,1000,7.363539540489884,0,614941,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,95000,Ford,F150,2001,N
32,2002-05-06,OH,100/300,500,7.068018666656876,4000000,440680,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,2015-02-24,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,8,1,?,1,3,NO,3900,Ford,F150,2010,N
39,2004-02-28,IL,500/1000,500,7.180237415484049,9000000,609949,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,2015-02-21,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,?,0,3,NO,59400,Jeep,Grand Cherokee,2010,Y
43,1999-01-14,OH,500/1000,1000,6.51027322136481,7000000,479655,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,?,2,0,?,60210,Nissan,Maxima,2013,N
32,2002-01-23,IL,250/500,500,6.79809665076917,0,439964,MALE,JD,sales,video-games,other-relative,52600,-30400,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,?,0,3,YES,43600,Suburu,Legacy,2010,N
57,1992-12-09,IN,100/300,2000,7.22563429953164,0,478486,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,NO,0,0,NO,62800,Jeep,Wrangler,2012,N
48,1998-06-24,OH,250/500,1000,7.394277964224954,0,466498,MALE,College,farming-fishing,skydiving,husband,0,0,2015-02-26,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,YES,1,3,?,59500,Dodge,Neon,2006,N
37,2011-01-06,OH,250/500,2000,7.167523869909601,4000000,430878,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,?,53460,Honda,CRV,2009,N
33,2012-02-24,IL,100/300,1000,7.28684903286803,6000000,600127,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,NO,0,1,NO,41690,Saab,95,1999,N
46,2011-06-25,OH,100/300,500,7.107376332854153,7000000,431968,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,13,1,?,0,1,YES,63100,Accura,TL,2000,N
60,2006-11-21,OH,500/1000,500,6.9711900662294966,5000000,462804,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,23,1,NO,2,1,?,62880,Mercedes,E400,2007,Y
51,2008-06-27,IL,100/300,1000,6.867797494258332,0,435809,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,18,3,?,2,2,YES,75400,BMW,X6,2006,Y
40,1993-08-30,OH,250/500,2000,7.477615555350801,0,453193,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,YES,1,1,NO,46200,Audi,A5,1997,N
47,2008-04-21,IN,500/1000,500,7.159299680817098,0,459630,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,NO,2,2,YES,58500,Toyota,Camry,2010,N
57,2000-06-23,OH,500/1000,2000,7.261189978995917,0,608982,MALE,JD,transport-moving,bungie-jumping,husband,0,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,15,3,NO,1,3,NO,66240,Nissan,Maxima,2003,N
36,2010-01-11,IN,100/300,2000,7.110198039772306,0,452218,FEMALE,MD,craft-repair,camping,wife,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,?,1,3,?,65440,Jeep,Wrangler,2014,N
43,1990-03-28,IL,500/1000,2000,7.339576655687674,0,434150,MALE,Masters,sales,exercise,other-relative,37800,0,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,NO,0,3,?,64200,Ford,F150,2002,N
25,1998-01-29,IN,100/300,2000,6.896754997123272,0,460579,FEMALE,Masters,other-service,dancing,not-in-family,0,0,2015-02-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,1,3,YES,1,0,NO,32320,Dodge,RAM,2000,N
28,2014-12-05,IL,500/1000,1000,7.462542284232243,0,442142,FEMALE,College,farming-fishing,golf,wife,0,-18600,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,3,1,?,0,1,?,33480,Dodge,Neon,2011,N
38,1995-12-07,OH,250/500,1000,7.340777186661173,7000000,608807,MALE,College,adm-clerical,polo,wife,40900,0,2015-02-24,Vehicle Theft,?,Trivial Damage,Unknown,VA,Northbend,0,1,NO,1,1,YES,4320,Toyota,Corolla,1995,N
29,2002-05-27,IL,250/500,500,7.231923560004328,5000000,433153,MALE,High School,tech-support,exercise,other-relative,0,-77800,2015-02-21,Vehicle Theft,?,Trivial Damage,Police,SC,Hillsdale,4,1,NO,0,2,?,4200,Jeep,Wrangler,2008,N
29,2002-08-09,OH,100/300,500,7.277924760695577,0,436560,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,11,3,YES,2,0,NO,57970,Saab,93,2006,N
31,2012-12-02,IN,500/1000,500,7.108129566883544,0,436784,MALE,JD,other-service,paintball,husband,55400,-40400,2015-01-24,Parked Car,?,Trivial Damage,Unknown,NY,Arlington,4,1,YES,1,2,?,4320,Saab,93,2003,N
45,2000-03-22,IL,500/1000,500,6.855514167136446,0,430621,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,11,3,?,0,2,?,69300,Ford,Escape,2010,N
30,2002-04-13,OH,100/300,500,7.294540329476939,0,601574,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4,3,NO,2,2,NO,32480,Dodge,Neon,1997,N
38,2008-06-17,IN,100/300,2000,7.055286958621656,0,433853,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,?,2,2,YES,60480,Accura,TL,2001,N
38,1994-04-07,IL,250/500,2000,6.340553288438838,5000000,453164,MALE,Associate,armed-forces,polo,unmarried,0,0,2015-01-21,Parked Car,?,Trivial Damage,Police,NC,Springfield,22,1,YES,0,0,NO,2640,Honda,CRV,2015,N
27,1992-02-29,OH,500/1000,500,6.96779620106726,0,613931,MALE,JD,other-service,skydiving,other-relative,0,-66500,2015-02-03,Parked Car,?,Trivial Damage,Police,SC,Northbend,4,1,NO,0,3,NO,6050,Volkswagen,Passat,2009,N
43,1996-05-11,OH,250/500,1000,7.330044727480604,4000000,607458,MALE,High School,handlers-cleaners,chess,wife,0,-44800,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,NO,0,0,NO,42700,Saab,92x,1995,Y
47,2013-04-03,IN,250/500,1000,7.350625350202661,0,463835,MALE,College,prof-specialty,reading,wife,63900,-53300,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,YES,1,3,NO,40260,Accura,MDX,1996,Y
50,2009-11-12,OH,500/1000,500,7.1043412797897965,0,613945,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,2015-01-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,7,1,NO,2,0,?,50000,Chevrolet,Silverado,2008,N
35,2008-11-05,IN,250/500,500,7.3036547822206,5000000,432699,FEMALE,High School,tech-support,golf,husband,0,0,2015-02-02,Parked Car,?,Trivial Damage,Unknown,NY,Riverwood,4,1,NO,0,1,NO,3840,Saab,92x,1998,N
41,1993-02-15,IL,250/500,500,7.094077157143985,0,613119,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,?,0,2,?,95900,Saab,95,1999,N
47,2008-07-21,IN,250/500,1000,7.240176464020129,0,472922,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,20,3,YES,1,3,YES,56160,Audi,A5,2002,N
42,2010-09-11,OH,100/300,1000,7.30349323133172,0,613849,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,2015-02-24,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,10,1,NO,2,3,?,63030,Saab,92x,1996,N
41,1995-12-22,IL,250/500,500,7.366615803803052,5000000,603827,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,8,1,YES,2,2,NO,63470,BMW,X6,1999,N
38,1991-09-26,IL,250/500,1000,7.156371626269378,0,467780,FEMALE,High School,tech-support,movies,other-relative,0,-53100,2015-02-04,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,?,0,2,NO,44440,BMW,X6,2007,Y
35,2010-03-11,IN,250/500,500,7.419878061074377,0,460586,MALE,JD,prof-specialty,paintball,husband,48500,-67400,2015-02-04,Parked Car,?,Minor Damage,Police,WV,Northbrook,4,1,YES,1,1,NO,6600,Jeep,Grand Cherokee,2005,N
36,1990-07-15,OH,250/500,1000,7.31215982489298,0,613842,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,2015-01-25,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,17,3,NO,2,0,YES,77200,Ford,Escape,1996,N
30,2009-05-10,OH,100/300,500,6.690046930157867,0,435371,FEMALE,High School,protective-serv,reading,husband,0,0,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,15,3,?,0,0,YES,57000,Audi,A3,2013,N
45,1999-10-28,OH,250/500,2000,7.108579599007067,0,466289,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500,2015-02-27,Vehicle Theft,?,Trivial Damage,Police,WV,Riverwood,9,1,NO,2,1,NO,2700,Honda,Accord,2006,N
36,1995-03-30,OH,250/500,500,7.531997084227229,5000000,436173,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,17,1,?,2,1,YES,47300,Volkswagen,Jetta,2006,N
37,1991-12-14,OH,250/500,2000,7.269108263805212,0,457234,FEMALE,Associate,tech-support,sleeping,unmarried,0,-35900,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,13,1,?,2,3,?,55110,Nissan,Maxima,2002,N
31,2011-01-31,IN,500/1000,500,7.017219363472701,0,474758,FEMALE,Associate,other-service,reading,husband,44500,-55900,2015-01-26,Vehicle Theft,?,Trivial Damage,Police,SC,Springfield,5,1,YES,1,0,NO,4320,Mercedes,E400,2002,N
38,2006-04-21,OH,250/500,2000,7.106245416937675,0,477373,FEMALE,Masters,transport-moving,video-games,husband,39300,-60300,2015-03-01,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,?,68760,Saab,95,1998,Y
31,2004-03-10,IL,250/500,2000,7.119384797498295,9000000,613471,FEMALE,MD,tech-support,paintball,husband,0,0,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,1,2,NO,2,1,?,74400,BMW,M5,2003,Y
33,1991-01-05,OH,250/500,500,6.873081015048116,0,601581,FEMALE,Associate,exec-managerial,base-jumping,other-relative,45700,0,2015-02-09,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,17,4,NO,2,1,NO,35300,Mercedes,E400,1996,Y
57,1996-10-15,IL,500/1000,500,7.209872659230173,0,612102,MALE,High School,tech-support,camping,wife,0,-49400,2015-02-05,Parked Car,?,Minor Damage,Unknown,NY,Springfield,3,1,YES,1,3,?,2640,Volkswagen,Passat,2000,N
41,1994-06-21,IL,250/500,1000,6.707204576320562,0,460263,MALE,High School,sales,cross-fit,unmarried,62200,0,2015-01-03,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,17,3,?,1,1,NO,60190,Mercedes,ML350,2014,Y
39,1994-06-13,IL,500/1000,1000,7.237483396498546,0,479134,FEMALE,Masters,machine-op-inspct,exercise,own-child,0,-42600,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,23,3,YES,1,3,NO,41580,Chevrolet,Malibu,2015,Y
45,2003-05-27,IN,250/500,1000,7.211209809674119,0,451467,FEMALE,JD,tech-support,cross-fit,unmarried,54700,-47900,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,13,1,YES,0,0,NO,58500,Accura,MDX,1995,Y
43,1996-07-06,IN,500/1000,1000,7.166296861687501,0,602670,FEMALE,Masters,handlers-cleaners,movies,not-in-family,0,0,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,17,1,YES,2,3,YES,79320,Nissan,Ultima,1997,N
